product_name,mrp,price,pdp_url,brand_name,product_category,retailer,description,rating,review_count,style_attributes,total_sizes,available_size,color
logo cotton stretch thong,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-three-for-panties/logo-cotton-stretch-thong-51703539,Calvin Klein,3 FOR 33 PANTY ESSENTIALS,Calvin Klein US,soft cotton stretch fabric and a metallic logo waistband in a minimal rear coverage style.,NULL,NULL,"[""cotton stretch thong panty"",""metallic elasticized logo waistband"",""minimal rear coverage"",""full cotton gusset"",""tonal topstitching"",""seaming details"",""machine wash"",""95% cotton 5% elastane"",""imported""]","s,m,l","s,m,l",BLACK
logo cotton stretch thong,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-three-for-panties/logo-cotton-stretch-thong-51703539,Calvin Klein,3 FOR 33 PANTY ESSENTIALS,Calvin Klein US,soft cotton stretch fabric and a metallic logo waistband in a minimal rear coverage style.,NULL,NULL,"[""cotton stretch thong panty"",""metallic elasticized logo waistband"",""minimal rear coverage"",""full cotton gusset"",""tonal topstitching"",""seaming details"",""machine wash"",""95% cotton 5% elastane"",""imported""]","s,m,l","s,m,l",ASHFORD GREY
logo cotton stretch thong,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-three-for-panties/logo-cotton-stretch-thong-51703539,Calvin Klein,3 FOR 33 PANTY ESSENTIALS,Calvin Klein US,soft cotton stretch fabric and a metallic logo waistband in a minimal rear coverage style.,NULL,NULL,"[""cotton stretch thong panty"",""metallic elasticized logo waistband"",""minimal rear coverage"",""full cotton gusset"",""tonal topstitching"",""seaming details"",""machine wash"",""95% cotton 5% elastane"",""imported""]","s,m,l","s,m,l",WHITE
logo cotton stretch thong,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-three-for-panties/logo-cotton-stretch-thong-51703539,Calvin Klein,3 FOR 33 PANTY ESSENTIALS,Calvin Klein US,soft cotton stretch fabric and a metallic logo waistband in a minimal rear coverage style.,NULL,NULL,"[""cotton stretch thong panty"",""metallic elasticized logo waistband"",""minimal rear coverage"",""full cotton gusset"",""tonal topstitching"",""seaming details"",""machine wash"",""95% cotton 5% elastane"",""imported""]","s,m,l","s,m,l",NAVY
essentials thong,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/essentials-thong-51563445-699,Calvin Klein,Panties,Calvin Klein US,the essentials thong features a semi sheer pattern and tonal lace trim.,NULL,NULL,"[""semi sheer thong panty"",""thin elastic logo waistband"",""tonal lace trim"",""cotton gusset"",""silky feel"",""machine wash"",""82% nylon 18% elastane"",""imported""]","s,m,l","s,m,l",EPHEMERAL WITH IVORY LACE & LOGO
essentials thong,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/essentials-thong-51563445-699,Calvin Klein,Panties,Calvin Klein US,the essentials thong features a semi sheer pattern and tonal lace trim.,NULL,NULL,"[""semi sheer thong panty"",""thin elastic logo waistband"",""tonal lace trim"",""cotton gusset"",""silky feel"",""machine wash"",""82% nylon 18% elastane"",""imported""]","s,m,l","s,m,l",TRANSPINK WITH SCANDAL LACE & IVORY
essentials thong,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/essentials-thong-51563445-699,Calvin Klein,Panties,Calvin Klein US,the essentials thong features a semi sheer pattern and tonal lace trim.,NULL,NULL,"[""semi sheer thong panty"",""thin elastic logo waistband"",""tonal lace trim"",""cotton gusset"",""silky feel"",""machine wash"",""82% nylon 18% elastane"",""imported""]","s,m,l","s,m,l",DOT FLOW WITH WATERSONE LACE
3 pack liner socks,$18.00 ,$18.00 ,http://www.calvinklein.us/en/womens-clothing/intimates-womens-socks/3-pack-liner-socks-38010531,Calvin Klein,Socks,Calvin Klein US,soft liner socks in a 3-pack featuring a no-show style and elasticized edges for a better fit.,NULL,NULL,"[""cotton stretch liner socks"",""no-show style"",""elasticized edges"",""machine wash"",""93% cotton 7% spandex"",""imported""]","xs-s,s-m,m-l","xs-s,m-l",BLACK
3 pack liner socks,$18.00 ,$18.00 ,http://www.calvinklein.us/en/womens-clothing/intimates-womens-socks/3-pack-liner-socks-38010531,Calvin Klein,Socks,Calvin Klein US,soft liner socks in a 3-pack featuring a no-show style and elasticized edges for a better fit.,NULL,NULL,"[""cotton stretch liner socks"",""no-show style"",""elasticized edges"",""machine wash"",""93% cotton 7% spandex"",""imported""]","xs-s,s-m,m-l","s-m,m-l",WHITE/BLACK/NUDE
3 pack liner socks,$18.00 ,$18.00 ,http://www.calvinklein.us/en/womens-clothing/intimates-womens-socks/3-pack-liner-socks-38010531,Calvin Klein,Socks,Calvin Klein US,soft liner socks in a 3-pack featuring a no-show style and elasticized edges for a better fit.,NULL,NULL,"[""cotton stretch liner socks"",""no-show style"",""elasticized edges"",""machine wash"",""93% cotton 7% spandex"",""imported""]","xs-s,s-m,m-l","xs-s,m-l",BEIGE
pure seamless thong,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/pure-seamless-thong-51463544-001,Calvin Klein,Panties,Calvin Klein US,a seamless style with contrasting print logo on the waistband and minimal rear coverage.,NULL,NULL,"[""seamless thong"",""no-show fabric"",""contrast print logo on waistband"",""minimal rear coverage"",""machine wash"",""85% nylon 15% elastane"",""imported""]","s,m,l","s,m,l",BLACK
pure seamless thong,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/pure-seamless-thong-51463544-001,Calvin Klein,Panties,Calvin Klein US,a seamless style with contrasting print logo on the waistband and minimal rear coverage.,NULL,NULL,"[""seamless thong"",""no-show fabric"",""contrast print logo on waistband"",""minimal rear coverage"",""machine wash"",""85% nylon 15% elastane"",""imported""]","s,m,l","m,l",WHITE
pure seamless thong,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/pure-seamless-thong-51463544-001,Calvin Klein,Panties,Calvin Klein US,a seamless style with contrasting print logo on the waistband and minimal rear coverage.,NULL,NULL,"[""seamless thong"",""no-show fabric"",""contrast print logo on waistband"",""minimal rear coverage"",""machine wash"",""85% nylon 15% elastane"",""imported""]","s,m,l","s,m",SPARROW
pure seamless thong,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/pure-seamless-thong-51463544-001,Calvin Klein,Panties,Calvin Klein US,a seamless style with contrasting print logo on the waistband and minimal rear coverage.,NULL,NULL,"[""seamless thong"",""no-show fabric"",""contrast print logo on waistband"",""minimal rear coverage"",""machine wash"",""85% nylon 15% elastane"",""imported""]","s,m,l",m,BARE
pure seamless thong,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/pure-seamless-thong-51463544-001,Calvin Klein,Panties,Calvin Klein US,a seamless style with contrasting print logo on the waistband and minimal rear coverage.,NULL,NULL,"[""seamless thong"",""no-show fabric"",""contrast print logo on waistband"",""minimal rear coverage"",""machine wash"",""85% nylon 15% elastane"",""imported""]","s,m,l","s,m",SALVIA
pure seamless thong,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/pure-seamless-thong-51463544-001,Calvin Klein,Panties,Calvin Klein US,a seamless style with contrasting print logo on the waistband and minimal rear coverage.,NULL,NULL,"[""seamless thong"",""no-show fabric"",""contrast print logo on waistband"",""minimal rear coverage"",""machine wash"",""85% nylon 15% elastane"",""imported""]","s,m,l","s,m,l",SALT LAKE
pure seamless thong,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/pure-seamless-thong-51463544-001,Calvin Klein,Panties,Calvin Klein US,a seamless style with contrasting print logo on the waistband and minimal rear coverage.,NULL,NULL,"[""seamless thong"",""no-show fabric"",""contrast print logo on waistband"",""minimal rear coverage"",""machine wash"",""85% nylon 15% elastane"",""imported""]","s,m,l","s,m,l",SENSATION
bare lace allover bralette,$24.00 ,$24.00 ,http://www.calvinklein.us/en/womens-clothing/womens-bras/bare-lace-allover-bralette-52264043-680,Calvin Klein,Bras,Calvin Klein US,"a bare lace bralette designed with nylon fabric, a v-neckline with adjustable straps, an allover floral lace galloon and finished with scallop lace trim.",NULL,NULL,"[""bare lace allover bralette"",""nylon fabric + floral lace galloon"",""v-neckline + adjustable straps"",""floral lace band + logo detailing"",""scallop lace trim"",""machine wash"",""100% nylon"",""imported""]","XS,s,m,l,xl","XS,s,m,l,xl",BLACK
bare lace allover bralette,$24.00 ,$24.00 ,http://www.calvinklein.us/en/womens-clothing/womens-bras/bare-lace-allover-bralette-52264043-680,Calvin Klein,Bras,Calvin Klein US,"a bare lace bralette designed with nylon fabric, a v-neckline with adjustable straps, an allover floral lace galloon and finished with scallop lace trim.",NULL,NULL,"[""bare lace allover bralette"",""nylon fabric + floral lace galloon"",""v-neckline + adjustable straps"",""floral lace band + logo detailing"",""scallop lace trim"",""machine wash"",""100% nylon"",""imported""]","XS,s,m,l,xl","XS,s,xl",CREAM
bare lace allover bralette,$24.00 ,$24.00 ,http://www.calvinklein.us/en/womens-clothing/womens-bras/bare-lace-allover-bralette-52264043-680,Calvin Klein,Bras,Calvin Klein US,"a bare lace bralette designed with nylon fabric, a v-neckline with adjustable straps, an allover floral lace galloon and finished with scallop lace trim.",NULL,NULL,"[""bare lace allover bralette"",""nylon fabric + floral lace galloon"",""v-neckline + adjustable straps"",""floral lace band + logo detailing"",""scallop lace trim"",""machine wash"",""100% nylon"",""imported""]","XS,s,m,l,xl","XS,s,m,l,xl",BLUE
bare lace allover bralette,$24.00 ,$24.00 ,http://www.calvinklein.us/en/womens-clothing/womens-bras/bare-lace-allover-bralette-52264043-680,Calvin Klein,Bras,Calvin Klein US,"a bare lace bralette designed with nylon fabric, a v-neckline with adjustable straps, an allover floral lace galloon and finished with scallop lace trim.",NULL,NULL,"[""bare lace allover bralette"",""nylon fabric + floral lace galloon"",""v-neckline + adjustable straps"",""floral lace band + logo detailing"",""scallop lace trim"",""machine wash"",""100% nylon"",""imported""]","XS,s,m,l,xl","XS,s,m,l,xl",SALT LAKE
bare lace allover bralette,$24.00 ,$24.00 ,http://www.calvinklein.us/en/womens-clothing/womens-bras/bare-lace-allover-bralette-52264043-680,Calvin Klein,Bras,Calvin Klein US,"a bare lace bralette designed with nylon fabric, a v-neckline with adjustable straps, an allover floral lace galloon and finished with scallop lace trim.",NULL,NULL,"[""bare lace allover bralette"",""nylon fabric + floral lace galloon"",""v-neckline + adjustable straps"",""floral lace band + logo detailing"",""scallop lace trim"",""machine wash"",""100% nylon"",""imported""]","XS,s,m,l,xl","XS,s,m,l,xl",PINK
invisibles thong,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/invisibles-thong-51463507-589,Calvin Klein,Panties,Calvin Klein US,"an invisibles thong featuring a streamlined design with an ultra silky, lightweight feel and a logo at the waist for a sleek tagless style.",NULL,NULL,"[""laser cut invisibles thong panty"",""ultra silky, lightweight feel"",""logo at waist"",""full cotton gusset"",""tagless"",""machine wash"",""72% nylon 28% elastane"",""imported""]","s,m,l","s,m,l",SCRIPTED LINES LOGO WHITE
invisibles thong,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/invisibles-thong-51463507-589,Calvin Klein,Panties,Calvin Klein US,"an invisibles thong featuring a streamlined design with an ultra silky, lightweight feel and a logo at the waist for a sleek tagless style.",NULL,NULL,"[""laser cut invisibles thong panty"",""ultra silky, lightweight feel"",""logo at waist"",""full cotton gusset"",""tagless"",""machine wash"",""72% nylon 28% elastane"",""imported""]","s,m,l","s,m,l",STICKER PRINT
invisibles thong,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/invisibles-thong-51463507-589,Calvin Klein,Panties,Calvin Klein US,"an invisibles thong featuring a streamlined design with an ultra silky, lightweight feel and a logo at the waist for a sleek tagless style.",NULL,NULL,"[""laser cut invisibles thong panty"",""ultra silky, lightweight feel"",""logo at waist"",""full cotton gusset"",""tagless"",""machine wash"",""72% nylon 28% elastane"",""imported""]","s,m,l","s,m",PETITE CRESCENT PRINT
invisibles thong,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/invisibles-thong-51463507-589,Calvin Klein,Panties,Calvin Klein US,"an invisibles thong featuring a streamlined design with an ultra silky, lightweight feel and a logo at the waist for a sleek tagless style.",NULL,NULL,"[""laser cut invisibles thong panty"",""ultra silky, lightweight feel"",""logo at waist"",""full cotton gusset"",""tagless"",""machine wash"",""72% nylon 28% elastane"",""imported""]","s,m,l","s,m",EFFERVESCENT DOT
invisibles thong,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/invisibles-thong-51463507-589,Calvin Klein,Panties,Calvin Klein US,"an invisibles thong featuring a streamlined design with an ultra silky, lightweight feel and a logo at the waist for a sleek tagless style.",NULL,NULL,"[""laser cut invisibles thong panty"",""ultra silky, lightweight feel"",""logo at waist"",""full cotton gusset"",""tagless"",""machine wash"",""72% nylon 28% elastane"",""imported""]","s,m,l","s,m",OFFSET BRICK
invisibles thong,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/invisibles-thong-51463507-589,Calvin Klein,Panties,Calvin Klein US,"an invisibles thong featuring a streamlined design with an ultra silky, lightweight feel and a logo at the waist for a sleek tagless style.",NULL,NULL,"[""laser cut invisibles thong panty"",""ultra silky, lightweight feel"",""logo at waist"",""full cotton gusset"",""tagless"",""machine wash"",""72% nylon 28% elastane"",""imported""]","s,m,l","s,m,l",MESMERIZING PRINT
invisibles thong,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/invisibles-thong-51463507-589,Calvin Klein,Panties,Calvin Klein US,"an invisibles thong featuring a streamlined design with an ultra silky, lightweight feel and a logo at the waist for a sleek tagless style.",NULL,NULL,"[""laser cut invisibles thong panty"",""ultra silky, lightweight feel"",""logo at waist"",""full cotton gusset"",""tagless"",""machine wash"",""72% nylon 28% elastane"",""imported""]","s,m,l","s,m",VISIONARY FLORAL
invisibles thong,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/invisibles-thong-51463507-589,Calvin Klein,Panties,Calvin Klein US,"an invisibles thong featuring a streamlined design with an ultra silky, lightweight feel and a logo at the waist for a sleek tagless style.",NULL,NULL,"[""laser cut invisibles thong panty"",""ultra silky, lightweight feel"",""logo at waist"",""full cotton gusset"",""tagless"",""machine wash"",""72% nylon 28% elastane"",""imported""]","s,m,l","s,m,l",X-EMOJI PRINT
signature bikini,$20.00 ,$20.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/signature-bikini-51471422-265,Calvin Klein,Panties,Calvin Klein US,"a signature bikini featuring nylon stretch, lace scallop trim and a repeating logo designed for a sexy silhouette in comfortable lightweight micro fabric.",NULL,NULL,"[""signature bikini"",""lightweight scallop lace trim"",""repeating logo on elastic trims"",""bikini silhouette"",""full gusset"",""rear coverage"",""machine wash"",""70.5% nylon 29.5% elastane"",""imported""]","s,m,l","m,l",BLACK
signature bikini,$20.00 ,$20.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/signature-bikini-51471422-265,Calvin Klein,Panties,Calvin Klein US,"a signature bikini featuring nylon stretch, lace scallop trim and a repeating logo designed for a sexy silhouette in comfortable lightweight micro fabric.",NULL,NULL,"[""signature bikini"",""lightweight scallop lace trim"",""repeating logo on elastic trims"",""bikini silhouette"",""full gusset"",""rear coverage"",""machine wash"",""70.5% nylon 29.5% elastane"",""imported""]","s,m,l","s,m,l",BARE
essentials hipster,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/essentials-hipster-51503448-292,Calvin Klein,Panties,Calvin Klein US,the essentials hipster features a thin elasticized logo waistband and tonal lace trim.,NULL,NULL,"[""lightweight, silky hipster panty"",""thin elastic logo waistband"",""tonal lace trim"",""cotton gusset"",""machine wash"",""82% nylon 18% elastane"",""imported""]","s,m,l","s,m,l",BLACK
essentials hipster,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/essentials-hipster-51503448-292,Calvin Klein,Panties,Calvin Klein US,the essentials hipster features a thin elasticized logo waistband and tonal lace trim.,NULL,NULL,"[""lightweight, silky hipster panty"",""thin elastic logo waistband"",""tonal lace trim"",""cotton gusset"",""machine wash"",""82% nylon 18% elastane"",""imported""]","s,m,l",m,WHITE
essentials hipster,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/essentials-hipster-51503448-292,Calvin Klein,Panties,Calvin Klein US,the essentials hipster features a thin elasticized logo waistband and tonal lace trim.,NULL,NULL,"[""lightweight, silky hipster panty"",""thin elastic logo waistband"",""tonal lace trim"",""cotton gusset"",""machine wash"",""82% nylon 18% elastane"",""imported""]","s,m,l","s,m,l",GREY SMOKE
essentials hipster,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/essentials-hipster-51503448-292,Calvin Klein,Panties,Calvin Klein US,the essentials hipster features a thin elasticized logo waistband and tonal lace trim.,NULL,NULL,"[""lightweight, silky hipster panty"",""thin elastic logo waistband"",""tonal lace trim"",""cotton gusset"",""machine wash"",""82% nylon 18% elastane"",""imported""]","s,m,l","m,l",TAN
logo cotton boyshort,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-three-for-panties/logo-cotton-boyshort-51701064,Calvin Klein,3 FOR 33 PANTY ESSENTIALS,Calvin Klein US,a soft cotton boyshort featuring an elasticized logo waistband and full cotton gusset.,NULL,NULL,"[""cotton boyshort panty"",""elasticized logo waistband"",""full cotton gusset"",""tagless"",""tonal topstitching"",""seaming details"",""machine wash"",""95% cotton 5% spandex"",""imported""]","s,m,l","s,m,l",BLACK
logo cotton boyshort,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-three-for-panties/logo-cotton-boyshort-51701064,Calvin Klein,3 FOR 33 PANTY ESSENTIALS,Calvin Klein US,a soft cotton boyshort featuring an elasticized logo waistband and full cotton gusset.,NULL,NULL,"[""cotton boyshort panty"",""elasticized logo waistband"",""full cotton gusset"",""tagless"",""tonal topstitching"",""seaming details"",""machine wash"",""95% cotton 5% spandex"",""imported""]","s,m,l","s,m,l",GREY
logo cotton boyshort,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-three-for-panties/logo-cotton-boyshort-51701064,Calvin Klein,3 FOR 33 PANTY ESSENTIALS,Calvin Klein US,a soft cotton boyshort featuring an elasticized logo waistband and full cotton gusset.,NULL,NULL,"[""cotton boyshort panty"",""elasticized logo waistband"",""full cotton gusset"",""tagless"",""tonal topstitching"",""seaming details"",""machine wash"",""95% cotton 5% spandex"",""imported""]","s,m,l","s,m,l",WHITE
sheer marquisette bikini,$22.00 ,$22.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/sheer-marquisette-bikini-51471682-265,Calvin Klein,Panties,Calvin Klein US,"a string bikini featuring supersoft lightweight sheer and reintroducing the quintessential ck fabrication, sheer marquisette.",NULL,NULL,"[""sheer marquisette bikini"",""supersoft lightweight sheer"",""revisiting the original sheer marquisette logo"",""string bikini silhouette"",""full gusset"",""machine wash"",""72% nylon 28% elastane"",""imported""]","XS,s,m,l,xl","s,m",BLACK
sheer marquisette bikini,$22.00 ,$22.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/sheer-marquisette-bikini-51471682-265,Calvin Klein,Panties,Calvin Klein US,"a string bikini featuring supersoft lightweight sheer and reintroducing the quintessential ck fabrication, sheer marquisette.",NULL,NULL,"[""sheer marquisette bikini"",""supersoft lightweight sheer"",""revisiting the original sheer marquisette logo"",""string bikini silhouette"",""full gusset"",""machine wash"",""72% nylon 28% elastane"",""imported""]","XS,s,m,l,xl","s,m,l",BARE
sheer marquisette bikini,$22.00 ,$22.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/sheer-marquisette-bikini-51471682-265,Calvin Klein,Panties,Calvin Klein US,"a string bikini featuring supersoft lightweight sheer and reintroducing the quintessential ck fabrication, sheer marquisette.",NULL,NULL,"[""sheer marquisette bikini"",""supersoft lightweight sheer"",""revisiting the original sheer marquisette logo"",""string bikini silhouette"",""full gusset"",""machine wash"",""72% nylon 28% elastane"",""imported""]","XS,s,m,l,xl","s,m,l",NYMPH'S THIGH
cheeky hipster with lace,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/cheeky-hipster-with-lace-51563538-265,Calvin Klein,Panties,Calvin Klein US,silky fabric with a lace trim and moderate rear coverage.,NULL,NULL,"[""cheeky hipster panty"",""lace trim"",""silky feel"",""cotton gusset"",""moderate rear coverage"",""machine wash"",""86% nylon 14% spandex"",""imported""]","s,m,l","s,m,l",BLACK
cheeky hipster with lace,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/cheeky-hipster-with-lace-51563538-265,Calvin Klein,Panties,Calvin Klein US,silky fabric with a lace trim and moderate rear coverage.,NULL,NULL,"[""cheeky hipster panty"",""lace trim"",""silky feel"",""cotton gusset"",""moderate rear coverage"",""machine wash"",""86% nylon 14% spandex"",""imported""]","s,m,l","s,m,l",CHARCOAL
cheeky hipster with lace,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/cheeky-hipster-with-lace-51563538-265,Calvin Klein,Panties,Calvin Klein US,silky fabric with a lace trim and moderate rear coverage.,NULL,NULL,"[""cheeky hipster panty"",""lace trim"",""silky feel"",""cotton gusset"",""moderate rear coverage"",""machine wash"",""86% nylon 14% spandex"",""imported""]","s,m,l","m,l",BARE
cheeky hipster with lace,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/cheeky-hipster-with-lace-51563538-265,Calvin Klein,Panties,Calvin Klein US,silky fabric with a lace trim and moderate rear coverage.,NULL,NULL,"[""cheeky hipster panty"",""lace trim"",""silky feel"",""cotton gusset"",""moderate rear coverage"",""machine wash"",""86% nylon 14% spandex"",""imported""]","s,m,l","s,m",POLYMER BLUE
cheeky hipster with lace,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/cheeky-hipster-with-lace-51563538-265,Calvin Klein,Panties,Calvin Klein US,silky fabric with a lace trim and moderate rear coverage.,NULL,NULL,"[""cheeky hipster panty"",""lace trim"",""silky feel"",""cotton gusset"",""moderate rear coverage"",""machine wash"",""86% nylon 14% spandex"",""imported""]","s,m,l",s,UNDONE WITH SCANDAL LACE
cheeky hipster with lace,$13.00 ,$13.00 ,http://www.calvinklein.us/en/womens-clothing/women-panties/cheeky-hipster-with-lace-51563538-265,Calvin Klein,Panties,Calvin Klein US,silky fabric with a lace trim and moderate rear coverage.,NULL,NULL,"[""cheeky hipster panty"",""lace trim"",""silky feel"",""cotton gusset"",""moderate rear coverage"",""machine wash"",""86% nylon 14% spandex"",""imported""]","s,m,l","s,m,l",COLLAGED FLORAL WITH IVORY LACE
essentials satin trim chemise,$42.00 ,$42.00 ,http://www.calvinklein.us/en/womens-clothing/women-sleepwear/essentials-satin-trim-chemise-54012453-594,Calvin Klein,Sleepwear,Calvin Klein US,the essentials satin trim chemise features thin adjustable straps and a logo patch.,NULL,NULL,"[""silky feel chemise + satin trim"",""adjustable spaghetti straps"",""fabric logo patch"",""side vents"",""tagless"",""machine wash"",""94% modal 6% elastane"",""imported""]","s,m,l","s,m,l",BLACK
essentials satin trim chemise,$42.00 ,$42.00 ,http://www.calvinklein.us/en/womens-clothing/women-sleepwear/essentials-satin-trim-chemise-54012453-594,Calvin Klein,Sleepwear,Calvin Klein US,the essentials satin trim chemise features thin adjustable straps and a logo patch.,NULL,NULL,"[""silky feel chemise + satin trim"",""adjustable spaghetti straps"",""fabric logo patch"",""side vents"",""tagless"",""machine wash"",""94% modal 6% elastane"",""imported""]","s,m,l","s,m,l",CHARCOAL
essentials satin trim chemise,$42.00 ,$42.00 ,http://www.calvinklein.us/en/womens-clothing/women-sleepwear/essentials-satin-trim-chemise-54012453-594,Calvin Klein,Sleepwear,Calvin Klein US,the essentials satin trim chemise features thin adjustable straps and a logo patch.,NULL,NULL,"[""silky feel chemise + satin trim"",""adjustable spaghetti straps"",""fabric logo patch"",""side vents"",""tagless"",""machine wash"",""94% modal 6% elastane"",""imported""]","s,m,l","s,m,l",PLUM ORBIT
modern cotton bralette,$28.00 ,$28.00 ,http://www.calvinklein.us/en/womens-clothing/womens-bras/modern-cotton-bralette-52003785-001,Calvin Klein,Bras,Calvin Klein US,"a modern cotton bralette featuring a wide elasticized logo band, soft stretch fabric and racerback straps.",NULL,NULL,"[""cotton modal bralette"",""wide elasticized logo band"",""racerback straps"",""tagless"",""tonal topstitching"",""seaming details"",""machine wash"",""53% cotton 35% modal 12% elastane"",""imported""]","XS,s,m,l,xl","XS,s,m,l,xl",BLACK
modern cotton bralette,$28.00 ,$28.00 ,http://www.calvinklein.us/en/womens-clothing/womens-bras/modern-cotton-bralette-52003785-001,Calvin Klein,Bras,Calvin Klein US,"a modern cotton bralette featuring a wide elasticized logo band, soft stretch fabric and racerback straps.",NULL,NULL,"[""cotton modal bralette"",""wide elasticized logo band"",""racerback straps"",""tagless"",""tonal topstitching"",""seaming details"",""machine wash"",""53% cotton 35% modal 12% elastane"",""imported""]","XS,s,m,l,xl","XS,s,m,l",GREY
modern cotton bralette,$28.00 ,$28.00 ,http://www.calvinklein.us/en/womens-clothing/womens-bras/modern-cotton-bralette-52003785-001,Calvin Klein,Bras,Calvin Klein US,"a modern cotton bralette featuring a wide elasticized logo band, soft stretch fabric and racerback straps.",NULL,NULL,"[""cotton modal bralette"",""wide elasticized logo band"",""racerback straps"",""tagless"",""tonal topstitching"",""seaming details"",""machine wash"",""53% cotton 35% modal 12% elastane"",""imported""]","XS,s,m,l,xl","XS,s,m,l,xl",WHITE
modern cotton bralette,$28.00 ,$28.00 ,http://www.calvinklein.us/en/womens-clothing/womens-bras/modern-cotton-bralette-52003785-001,Calvin Klein,Bras,Calvin Klein US,"a modern cotton bralette featuring a wide elasticized logo band, soft stretch fabric and racerback straps.",NULL,NULL,"[""cotton modal bralette"",""wide elasticized logo band"",""racerback straps"",""tagless"",""tonal topstitching"",""seaming details"",""machine wash"",""53% cotton 35% modal 12% elastane"",""imported""]","XS,s,m,l,xl","XS,s,m",BRONZE
modern cotton bralette,$28.00 ,$28.00 ,http://www.calvinklein.us/en/womens-clothing/womens-bras/modern-cotton-bralette-52003785-001,Calvin Klein,Bras,Calvin Klein US,"a modern cotton bralette featuring a wide elasticized logo band, soft stretch fabric and racerback straps.",NULL,NULL,"[""cotton modal bralette"",""wide elasticized logo band"",""racerback straps"",""tagless"",""tonal topstitching"",""seaming details"",""machine wash"",""53% cotton 35% modal 12% elastane"",""imported""]","XS,s,m,l,xl","XS,s,m",BARE
essentials push-up bra,$39.00 ,$24.99 ,http://www.calvinklein.us/en/womens-clothing/womens-bras/essentials-push-up-bra-52311038-029,Calvin Klein,Bras,Calvin Klein US,"part of wardrobe essentials, push-up padding and moderate coverage make this essence bra the perfect silhouette.",NULL,NULL,"[""push-up bra"",""moderate coverage"",""padded cups"",""underwire"",""adjustable straps"",""cushion back hook + eye closure"",""machine wash"",""72% nylon 28% elastane"",""imported""]","32A,32B,32C,32D,32DD,34A,34B,34C,34D,34DD,36A,36B,36C,36D,36DD,38B,38C,38D","32DD,34B,34C,34D,34DD,36A,36B,36C,36DD,38D",BLACK
